address,phone,price,store,title,url
"Adenmore Road, Catford , London, SE6",020 3551 9650,"£375,000 ",Stanfords - Catford,2 bedroom flat for sale,https://www.onthemarket.com/details/10416061/
"Brants Walk, Hanwell, W7",020 8033 9870,"£630,000 ",Sargeants - Ealing,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10501396/
"Visage Apartments, Winchester Road, Swiss Cottage, London NW3",020 8022 6978,"£875,000 ",Vita Properties - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/10103898/
"Wingate Road, Ilford, Essex",020 8115 5424,"£430,000 ",Douglas Allen - Ilford,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10501371/
"Crestview, Dartmouth Park Hill, Dartmouth Park, London NW5",020 8115 2435,"£600,000 ",Buchanan Rae Wilson - Highgate Road,2 bedroom apartment for sale,https://www.onthemarket.com/details/10368692/
"Bridle Road, Shirley",020 8022 6739,"£495,000 ",Allen Heritage - Shirley,3 bedroom terraced house for sale,https://www.onthemarket.com/details/9391414/
"Woodmere Avenue, Shirley",020 8022 6739,"£385,000 ",Allen Heritage - Shirley,2 bedroom apartment for sale,https://www.onthemarket.com/details/10220335/
"Woodmere Avenue, Shirley,",020 8022 6739,"£400,000 ",Allen Heritage - Shirley,2 bedroom apartment for sale,https://www.onthemarket.com/details/10220334/
St Elmo Road W12,020 8022 6834,"£975,000 ",Philip Wooller - Shepherd's Bush and Hammersmith,4 bedroom maisonette for sale,https://www.onthemarket.com/details/8233869/
"Werrington Street, Camden, London, NW1",020 8033 2988,"£365,000 ",London Residential - Camden,1 bedroom flat for sale,https://www.onthemarket.com/details/10004008/
"Old Farm Avenue, Sidcup",020 8022 7086,"£425,000 ",Village Estates - Sidcup,2 bedroom bungalow for sale,https://www.onthemarket.com/details/10501254/
"Faraday Avenue, Sidcup, DA14 4JB",020 8022 7086,"£550,000 ",Village Estates - Sidcup,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10501253/
"Avonmore Road, London",020 8022 6886,"£2,650,000 ",Tates - West Kensington,6 bedroom house for sale,https://www.onthemarket.com/details/10421265/
"One West Point, Victoria Road, North Acton, W3",020 8033 4419,"£550,000 ",LIFE Residential - West London,1 bedroom apartment for sale,https://www.onthemarket.com/details/8483012/
"Centurion Tower, 5 Caxton Street North, E16",020 8033 4421,"£325,000 ",LIFE Residential - Royal Wharf,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501249/
"Serapis House, 28 Good Luck Hope Walk, E14",020 8033 4421,"£400,000 ",LIFE Residential - Royal Wharf,Studio for sale,https://www.onthemarket.com/details/10501248/
"Masthead House, 14 Rope Terrace, E16",020 8033 4421,"£600,000 ",LIFE Residential - Royal Wharf,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501247/
"One Casson Square, Southbank Place, Belvedere Road, London, SE1",020 8033 4429,"£1,675,000 ",LIFE Residential - South Bank,2 bedroom apartment for sale,https://www.onthemarket.com/details/9793875/
"Queen Of The Isle Apartments, 1 East Ferry Road, E14",020 8033 4442,"£475,000 ",LIFE Residential - Canary Wharf,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501246/
"Denewood, Barnet",020 8022 6617,"£650,000 ",Hunters - Whetstone,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10501240/
"Marden Crescent, Bexley",01322 584768,"£275,000 ",Village Estates - Bexley,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10501238/
"Mount Grove, Edgware",020 8022 6546,"£695,000 ",Joseph Scott - Edgware,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10345777/
"Luther Close, Edgware",020 8022 6546,"£299,950 ",Joseph Scott - Edgware,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10501236/
"West End Lane, West Hampstead London",020 8022 7255,"£720,000 ",Rose & Co Estates - South & West Hampstead,2 bedroom flat for sale,https://www.onthemarket.com/details/10352355/
Marylebone Lane,020 8128 9296,"£1,274,583 ",Sherwoods International Properties - Kensington,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501197/
W1 Place,020 8128 9296,"£1,825,625 ",Sherwoods International Properties - Kensington,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501194/
"Angus Drive, Ruislip",020 8022 6838,"£650,000 ",Robert Cooper & Co - South Ruislip,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10419633/
"North View, Eastcote",020 8022 6637,"£750,000 ",Robert Cooper & Co - Eastcote Pinner,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10501187/
"Hamilton Court, Maida Vale, W9",020 3641 0667,"£475,000 ",The Estate Company - Hampstead,1 bedroom apartment for sale,https://www.onthemarket.com/details/10362208/
"Hannibal Road, Stepney, London, E1",01277 576084,"£800,000 ",Keller Williams Plus - Essex,4 bedroom terraced house for sale,https://www.onthemarket.com/details/10501184/
"Bedford Road, Ruislip",020 8022 6637,"£490,000 ",Robert Cooper & Co - Eastcote Pinner,2 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10501180/
"Gravel Hill Close, Bexleyheath",01322 584760,"£260,000 ",Park Estates - Bexley,2 bedroom apartment for sale,https://www.onthemarket.com/details/9634139/
"Goodman's Fields, E1",020 8022 1840,"£700,000 ",Hurford Salvi Carr - Aldgate,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501166/
"Waddon Court Road, Croydon",020 8022 6742,"£350,000 ",Frost Estate Agents - Purley,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501165/
"Azalea Court, Whytecliffe Road South, Purley",020 8022 6742,"£150,000 ",Frost Estate Agents - Purley,1 bedroom retirement property for sale,https://www.onthemarket.com/details/10501164/
"Downs Court Road, Purley",020 8022 6742,"£325,000 ",Frost Estate Agents - Purley,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501163/
"Plot 13, Raine House at New Market Place, Pilgrims Way, East Ham, LONDON E6",020 8128 9529,"£346,000 ",Barratt London - New Market Place,1 bedroom apartment for sale,https://www.onthemarket.com/details/10282813/
"Downs Court Road, Purley",020 8022 6742,"£325,000 ",Frost Estate Agents - Purley,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501163/
"Northwood Avenue, Purley",020 8022 6742,"£585,000 ",Frost Estate Agents - Purley,4 bedroom detached house for sale,https://www.onthemarket.com/details/10109459/
"Colyer Close, New Eltham",020 8022 6859,"£280,000 ",Chattertons - New Eltham,2 bedroom maisonette for sale,https://www.onthemarket.com/details/9787388/
"The Fairway, N13",020 8022 6650,"£550,000 ",Platinum Estates - Barnet,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9672945/
"Chesham Street, SW1X",020 3641 0753,"£8,350,000 ",Harrods Estates - Mayfair,3 bedroom apartment for sale,https://www.onthemarket.com/details/8097958/
"Chesham Street, SW1X",020 3641 0753,"£7,350,000 ",Harrods Estates - Mayfair,3 bedroom penthouse for sale,https://www.onthemarket.com/details/8097957/
"Hornchurch Hill, Whyteleafe",01883 596929,"£625,000 ",Rayners  Town & Country - Warlingham,4 bedroom detached house for sale,https://www.onthemarket.com/details/10501132/
"Bourne View, Kenley",01883 596929,"£450,000 ",Rayners  Town & Country - Warlingham,2 bedroom bungalow for sale,https://www.onthemarket.com/details/10501131/
"Homesdale Road, Bromley",020 8033 4633,"£90,000 ",Edmund - Park Langley,1 bedroom flat for sale,https://www.onthemarket.com/details/10501127/
"3 Lakeside Drive, Park Royal, NW10",020 3641 2397,"£377,000 ",The London Broker - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501118/
"Townmead Road, Imperial Wharf, London, SW6",020 3641 2397,"£550,000 ",The London Broker - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10501117/
"Williams Way, Wembley, HA0 2FR",020 3551 9807,"£645,000 ",Property Hub - Wembley,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10231487/
"Loxford Gardens, Highbury, London, N5",020 8115 0893,"£530,000 ",Anthony Pepe Estate Agents - Harringay,1 bedroom flat for sale,https://www.onthemarket.com/details/10315286/
"Salisbury Road, Southall",020 8033 9896,"£265,000 ",Hiltons Estates - Western Road,1 bedroom ground floor flat for sale,https://www.onthemarket.com/details/10501050/
"Park Road, Crouch End N8",020 8033 5535,"£425,000 ",David Astburys Estate Agents - Crouch End,2 bedroom apartment for sale,https://www.onthemarket.com/details/9912621/
"Upper Park Road, London",020 8115 3194,"£899,000 ",Hadleigh Residential - Belsize Park,3 bedroom apartment for sale,https://www.onthemarket.com/details/9446664/
"Belsize Park Gardens, NW3",020 8115 3194,"£1,200,000 ",Hadleigh Residential - Belsize Park,2 bedroom apartment for sale,https://www.onthemarket.com/details/10501000/
"Hertford Road, East Finchley, N2",020 3641 6335,"£525,000 ",Adam Hayes Estate Agents - East Finchley,2 bedroom apartment for sale,https://www.onthemarket.com/details/10185043/
"King Street, East Finchley,N2",020 3641 6335,"£925,000 ",Adam Hayes Estate Agents - East Finchley,4 bedroom detached house for sale,https://www.onthemarket.com/details/10500997/
"Westview Drive, Woodford Green",020 8022 6604,"£585,000 ",Petty Son & Prestwich - Wanstead,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10500993/
"Woodcote Road, Wanstead",020 8022 6604,"£985,000 ",Petty Son & Prestwich - Wanstead,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10500992/
"The Rise, Snaresbrook",020 8022 6604,"£567,000 ",Petty Son & Prestwich - Wanstead,2 bedroom apartment for sale,https://www.onthemarket.com/details/9078911/
"Montagu Road, London",020 8115 1306,"£579,950 ",Douglas Martin Estate Agents - Hendon,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500989/
"Chilton Street, London, E2",020 8022 6250,"£850,000 ",Savills - Shoreditch,2 bedroom penthouse for sale,https://www.onthemarket.com/details/10320409/
"Macoma Road, Plumstead, SE18 2QL",020 8022 6848,"£533,995 ",Goodwin Ellis - Plumstead,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10261110/
"Coniston Road, London",020 8115 2059,"£649,950 ",Tatlers - Muswell Hill,3 bedroom flat for sale,https://www.onthemarket.com/details/10130044/
"Beech Drive, East Finchley, London N2",020 8115 8459,"£2,500,000 ",Tatlers - East Finchley,5 bedroom detached house for sale,https://www.onthemarket.com/details/9361572/
"Zenith Building, 594 Commercial Road, E14",020 8022 6426,"£520,000 ","CBRE Residential - London, Canary Wharf",2 bedroom apartment for sale,https://www.onthemarket.com/details/10409873/
"Bedford Street, Covent Garden, WC2E",020 8022 6424,"£1,050,000 ","CBRE Residential - London, West End",2 bedroom apartment for sale,https://www.onthemarket.com/details/4935930/
"Westgate Terrace, London",020 8022 6871,"£630,000 ",Chestertons - South Kensington,1 bedroom flat for sale,https://www.onthemarket.com/details/10351797/
"Old Brompton Road, South Kensington, London",020 8022 6871,"£875,000 ",Chestertons - South Kensington,1 bedroom flat for sale,https://www.onthemarket.com/details/4351565/
"James Campbell House, Old Ford Road, London, E2",020 8022 6948,"£499,999 ",Ellis & Co - Bethnal Green,3 bedroom apartment for sale,https://www.onthemarket.com/details/10500816/
"Dartmouth Road, Brondesbury, NW2",020 8115 2381,"£1,350,000 ",YOUhome - Notting Hill,3 bedroom flat for sale,https://www.onthemarket.com/details/10076154/
"Sloane Avenue, Chelsea SW3",020 8022 7439,"£6,950,000 ",Nicolas Van Patrick - Knightsbridge,4 bedroom terraced house for sale,https://www.onthemarket.com/details/8918968/
"Hatherley Gardens, N8",020 8115 0761,"£425,000 ",Reliable Homes - Crouch End,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500783/
"Eastcote Avenue, South Harrow, HA2 8AL",020 8115 3184,"£510,000 ",David Conway & Co - Harrow,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10147842/
"Bridge Court , Stanley Road, Harrow, HA2 8FE",020 8115 3184,"£270,000 ",David Conway & Co - Harrow,2 bedroom flat for sale,https://www.onthemarket.com/details/10115804/
"Park West, Kendal Street, W2",020 8022 7195,"£1,000,000 ",Berkshire Hathaway HomeServices Kay & Co - Hyde Park & Bayswater,4 bedroom apartment for sale,https://www.onthemarket.com/details/10500771/
"Somerset Rd, Northfields",020 8128 9991,"£475,000 ",Sinton Andrews - Northfields,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500770/
"Greenford Avenue, Hanwell",020 3641 8929,"£799,950 ",Sinton Andrews - Hanwell,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10361748/
"York House, 14 Highbury Crescent, London",020 8022 7245,"£1,150,000 ",Chestertons - Islington,3 bedroom flat for sale,https://www.onthemarket.com/details/10500751/
"Musard Road, Barons Court, London",020 8022 7309,"£1,425,000 ",Chestertons - Fulham Munster Road,4 bedroom house for sale,https://www.onthemarket.com/details/10500747/
"Margravine Gardens, Barons Court, London",020 8022 7309,"£1,895,000 ",Chestertons - Fulham Munster Road,5 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10500746/
"Visage Apartments, Winchester Road, London, NW3",020 8022 6939,"£875,000 ",Aston Chase - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/9550593/
"Maygrove Road, West Hampstead, London",020 8022 6990,"£595,000 ",Chestertons - Hampstead,3 bedroom flat for sale,https://www.onthemarket.com/details/10500733/
"St Barnabas Street, London, SW1W",020 8022 6952,"£1,800,000 ",Ayrton Wylie - Belgravia,1 bedroom house for sale,https://www.onthemarket.com/details/10500729/
Colnbrook,01753 903812,"£270,000 ",S John Homes - Colnbrook,1 bedroom terraced house for sale,https://www.onthemarket.com/details/9968905/
"Somertrees Avenue, Lee",020 8033 2457,"£725,000 ",Kinleigh Folkard & Hayward - Lee Sales,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/9948670/
"Plot 31 at NewHayes, Pump Lane UB3",020 3641 6170,"£284,000 ",Fairview New Homes - NewHayes,Studio for sale,https://www.onthemarket.com/details/10500715/
"Plot 23 at NewHayes, Pump Lane UB3",020 3641 6170,"£325,000 ",Fairview New Homes - NewHayes,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500714/
"Plot 22 at NewHayes, Pump Lane UB3",020 3641 6170,"£432,000 ",Fairview New Homes - NewHayes,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500713/
"Plot 21 at NewHayes, Pump Lane UB3",020 3641 6170,"£435,000 ",Fairview New Homes - NewHayes,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500712/
"Ennismore Gardens, London SW7",020 3641 4209,"£7,500,000 ",Daniel Daggers - London,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500687/
"Plot 99 at Regency Heights, Lakeside Drive NW10",020 8022 1836,"£600,000 ",Fairview New Homes - Regency Heights,3 bedroom apartment for sale,https://www.onthemarket.com/details/10500682/
"Plot 112 at Regency Heights, Lakeside Drive NW10",020 8022 1836,"£517,000 ",Fairview New Homes - Regency Heights,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500681/
"Flat 4C, 4 Queens Gate Place, London, SW7 5NT",020 8033 0374,"£375,000 ",Bidx1 - London,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500673/
"St. Peters Street, South Croydon",020 8033 3168,"£385,000 ",Paul Meakin Estate Agents - Sanderstead,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10500645/
"Warnham Grove, Orpington",01689 251842,"£395,000 ",Thomas Brown Estates - Orpington,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500598/
"The Avenue, Orpington",01689 251842,"£780,000 ",Thomas Brown Estates - Orpington,4 bedroom detached house for sale,https://www.onthemarket.com/details/10464688/
"Hadley Road, Enfield, Greater London, EN2",020 8115 0261,"£1,250,000 ",Equity Estate Agents - Enfield,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10500577/
"Ambleside Avenue, BR3",020 8115 9978,"£575,000 ",Elite & Co - Beckenham,4 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10500543/
"Hadley Road, Enfield, EN2",020 8115 0261,"£1,250,000 ",Equity Estate Agents - Enfield,5 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10500516/
"Dollis Hill Lane,  Dollis Hill,  NW2",020 8115 7396,"£950,000 ",Chancellors - Hampstead Sales,3 bedroom detached house for sale,https://www.onthemarket.com/details/8003151/
"Isleworth,  London,  TW7",020 8115 3249,"£498,000 ",Chancellors - Richmond Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10330974/
"Chivalry Road, Battersea",020 8033 2488,"£650,000 ",Kinleigh Folkard & Hayward - Battersea Sales,3 bedroom flat for sale,https://www.onthemarket.com/details/10298556/
Heathfield Terrace London SE18,020 8115 3762,"£240,000 ",Acorn - Plumstead Common,2 bedroom flat for sale,https://www.onthemarket.com/details/10134661/
"Ramsden Road, London, SW12",020 8022 6753,"£695,000 ",Savills - Clapham,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500478/
"HKR, 211-227 Hackney Road, London, E2",020 8022 6373,"£649,999 ","Savills - Canary Wharf, Residential Development Sales",1 bedroom apartment for sale,https://www.onthemarket.com/details/4687341/
"HKR, 211-227 Hackney Road, London, E2",020 8022 6373,"£835,000 ","Savills - Canary Wharf, Residential Development Sales",2 bedroom penthouse for sale,https://www.onthemarket.com/details/10500476/
"HKR, 211-227 Hackney Road, London, E2",020 8022 6373,"£1,230,000 ","Savills - Canary Wharf, Residential Development Sales",3 bedroom apartment for sale,https://www.onthemarket.com/details/5408302/
"Heathfield Terrace, Chiswick, London, W4",020 8022 6602,"£975,000 ",Savills - Chiswick,3 bedroom apartment for sale,https://www.onthemarket.com/details/10500466/
"Cardinals Way,  Whitehall Park,  N19",020 3641 9384,"£850,000 ",Chancellors - Highgate Sales,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10467939/
"Melford Road, East Dulwich, SE22",020 8033 5035,"£300,000 ",Fish Need Water - East Dulwich,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500448/
"Pytchley Road, East Dulwich, SE22",020 8033 5035,"£375,000 ",Fish Need Water - East Dulwich,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500447/
Twelvetrees Park London E16,020 8022 0275,"£730,000 ",JLL - Stratford,2 bedroom apartment for sale,https://www.onthemarket.com/details/10500446/
"Woburn Road, East Croydon",020 8115 0422,"£280,000 ",Martin & Co - Croydon,2 bedroom flat for sale,https://www.onthemarket.com/details/9015430/
"Middleton Road, Morden, SM4",020 8115 0756,"£385,000 ",Martin & Co - Sutton,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500418/
"Milestone Close, Edmonton, N9",020 8115 0260,"£250,000 ",Equity Estate Agents - Hertford Road,2 bedroom flat for sale,https://www.onthemarket.com/details/10500415/
"Fairhaven Avenue, Croydon",01737 483748,"£370,000 ",Move Revolution - Vantage House,2 bedroom apartment for sale,https://www.onthemarket.com/details/9335273/
"Sunnyside Road North, Edmonton, N9",020 8115 0260,"£400,000 ",Equity Estate Agents - Hertford Road,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10500385/
"42-43 Curzon Street, London, W1J",020 8115 2198,"£1,550,000 ",RE/MAX FIRST - Lewisham,2 bedroom flat for sale,https://www.onthemarket.com/details/10500381/
North Harrow,020 8115 6063,"£650,000 ",Andrew Pearce - Rayners Lane,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10500378/
"Woodhall Avenue, Pinner",020 8115 0302,"£1,595,000 ",Andrew Pearce - Pinner,6 bedroom detached house for sale,https://www.onthemarket.com/details/10500370/
"Lloyd Court, Pinner",020 8115 0302,"£400,000 ",Andrew Pearce - Pinner,2 bedroom ground floor flat for sale,https://www.onthemarket.com/details/10500369/
"Clissold Quarter, N4",020 8022 7216,"£450,000 ",Hotblack Desiato - Highbury,1 bedroom apartment for sale,https://www.onthemarket.com/details/8379650/
"Kelvin Road, N5 2PR",020 8022 7216,"£500,000 ",Hotblack Desiato - Highbury,1 bedroom flat for sale,https://www.onthemarket.com/details/10500347/
"Norroy Road, Putney",020 8022 6822,"£1,325,000 ",Kinleigh Folkard & Hayward - West Putney,5 bedroom terraced house for sale,https://www.onthemarket.com/details/10500327/
"Barfreston Way, Anerley",020 8033 2470,"£375,000 ",Kinleigh Folkard & Hayward - Crystal Palace Sales,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10264570/
"Mildmay Road, Islington",020 8033 2459,"£650,000 ",Kinleigh Folkard & Hayward - Islington Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/8875795/
"PETERGATE,WANDSWORTH, SW11",020 8022 7171,"£372,000 ",Winkworth - Battersea,1 bedroom flat for sale,https://www.onthemarket.com/details/9862840/
"Willowbrook House, Coster Avenue, London, N4",020 3641 8886,"£750,000 ",JBrown - International,2 bedroom apartment for sale,https://www.onthemarket.com/details/10285404/
"Putney High Street, Putney SW15",020 8115 0695,"£375,000 ",Riverhomes - South West London office,1 bedroom apartment for sale,https://www.onthemarket.com/details/10018536/
Lanvanor Road Peckham SE15,020 8022 6979,"£875,000 ",Acorn - Peckham Rye,3 bedroom terraced house for sale,https://www.onthemarket.com/details/10500313/
"Erroll Road, Romford, Essex, RM1",01708 573657,"£650,000 ",Beresfords - Gidea Park,4 bedroom semi-detached house for sale,https://www.onthemarket.com/details/8828862/
"Albion Court, Albion Place, W6",020 8033 9950,"£565,000 ",Regent Letting & Property Management - Waterloo,1 bedroom apartment for sale,https://www.onthemarket.com/details/10349671/
Eleanor Road E15,020 3641 4865,"£350,000 ",Wolbrook James - Newham,1 bedroom apartment for sale,https://www.onthemarket.com/details/10470661/
"Albion Court, Albion Place, W6",020 8033 9950,"£565,000 ",Regent Letting & Property Management - Waterloo,1 bedroom apartment for sale,https://www.onthemarket.com/details/10349671/
"Marlborough Road, Romford, RM7",01708 954882,"£400,000 ",Balgores - Romford,3 bedroom end of terrace house for sale,https://www.onthemarket.com/details/10500309/
"Brading Terrace, Shepherds Bush",020 8033 5508,"£824,995 ",Brackenbury Estates - Hammersmith,2 bedroom terraced house for sale,https://www.onthemarket.com/details/10500305/
"Vancouver Close, Orpington, BR6",01689 251845,"£750,000 ",Kenton Property Services - Orpington,4 bedroom detached house for sale,https://www.onthemarket.com/details/8110344/
"Riddlesdown Road, Purley, Surrey",020 8115 4348,"£645,000 ",Cubitt & West - Purley,4 bedroom detached house for sale,https://www.onthemarket.com/details/9833522/
"Barons Court Road, W14",020 8115 9984,"£485,000 ",Rah Estate Agents - West Kensington,1 bedroom flat for sale,https://www.onthemarket.com/details/10500289/
"Brogan House, Battersea Exchange, London, SW8",020 3641 3880,"£820,000 ",Johns & Co - Nine Elms,2 bedroom apartment for sale,https://www.onthemarket.com/details/10084730/
"Ruxley Mews, West Ewell",01372 434757,"£270,000 ",Jackson Noon Estate Agents - Ewell,1 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10013367/
"Cashmere House, 37 Leman Street, London, E1",020 3641 8886,"£695,000 ",JBrown - International,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500279/
"Hendale Avenue, NW4",020 8022 0303,"£550,000 ",Prime Locations - East Finchley,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10500270/
"Durnsford Road, London SW19",020 8033 5473,"£435,000 ",ludlowthompson - Tooting,2 bedroom flat for sale,https://www.onthemarket.com/details/10500266/
"Tarbert Walk, London E1",020 8033 5478,"£599,999 ",ludlowthompson - Docklands,3 bedroom townhouse for sale,https://www.onthemarket.com/details/10190243/
"Miller Court, Mayplace Road East, Bexleyheath, DA7 6DJ",01322 584669,"£145,000 ",Hunters - Bexleyheath,1 bedroom retirement property for sale,https://www.onthemarket.com/details/9475089/
"Geoff Cade Way, London E3",020 8033 5480,"£475,000 ",ludlowthompson - Bow,2 bedroom flat for sale,https://www.onthemarket.com/details/10500256/
"Goodmans Fields, Cashmere House, Aldgate E1",020 8115 0998,"£695,000 ",Chase Evans - City & Aldgate,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500255/
"Coachmans Terrace, 80-86 Clapham Road, London SW9",020 8033 5475,"£520,000 ",ludlowthompson - Kennington/Oval,2 bedroom flat for sale,https://www.onthemarket.com/details/10083907/
"Edenhurst Avenue, London, SW6",020 8022 6957,"£1,500,000 ",Winkworth - Fulham,3 bedroom maisonette for sale,https://www.onthemarket.com/details/9439417/
"Bassingham Road, Wembley HA0",020 8033 4712,"£599,950 ",PropertyLink - Wembley,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10108584/
"Shelley Close, Greenford, Greater London",020 8115 2375,"£350,000 ",Peter Gamble & Co - Perivale,2 bedroom maisonette for sale,https://www.onthemarket.com/details/10500248/
"Lion Wharf Road, Isleworth, Middlesex",020 8115 1649,"£599,950 ",Anthony James Manser - Islesworth,2 bedroom flat for sale,https://www.onthemarket.com/details/10256032/
"Nether Street, North Finchley",020 8033 2465,"£1,050,000 ",Kinleigh Folkard & Hayward - Finchley Sales,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/10404146/
"Half Moon Lane, Herne Hill",020 8022 7083,"£300,000 ",Kinleigh Folkard & Hayward - Dulwich Village,1 bedroom flat for sale,https://www.onthemarket.com/details/10500236/
"Jacob Street, London",020 8022 7134,"£399,995 ",Felicity J. Lord - Shad Thames,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500235/
"Kildoran Road, Brixton, London SW2",020 8022 1117,"£485,000 ",Alvares Estates - Brixton,2 bedroom flat for sale,https://www.onthemarket.com/details/8421929/
"Hans Place, Knightsbridge",020 8033 2448,"£1,600,000 ",Kinleigh Folkard & Hayward - South Kensington Sales,2 bedroom flat for sale,https://www.onthemarket.com/details/10444075/
"Campden Road, South Croydon",020 8022 6763,"£425,000 ",haart Estate Agents - Croydon,2 bedroom flat for sale,https://www.onthemarket.com/details/10500231/
"Ash Court, West Ewell, Surrey. KT19 9PU",01372 434752,"£225,000 ",Nicholls Residential - Epsom,1 bedroom flat for sale,https://www.onthemarket.com/details/8415626/
"The School House, Pages Walk, London, SE1",020 8022 7050,"£465,000 ",Williams Lynch - Bermondsey Street,1 bedroom flat for sale,https://www.onthemarket.com/details/10500216/
"Goldhurst Terrace, London, NW6",020 8022 7297,"£2,200,000 ",Knight Frank - Hampstead,4 bedroom flat for sale,https://www.onthemarket.com/details/10397601/
"Wroughton Road, SW11",020 8022 3324,"£685,000 ",Rampton Baseley - Battersea,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500205/
"RANDOLPH AVENUE, LITTLE VENICE, LONDON",020 8022 7217,"£625,000 ",Vickers & Co - Maida Vale,1 bedroom flat for sale,https://www.onthemarket.com/details/10500194/
Bromley Common Bromley BR2,020 8022 7094,"£500,000 ",Acorn - New Homes,2 bedroom flat for sale,https://www.onthemarket.com/details/10500189/
"Valmar Road, SE5 9NG",020 8128 9302,"£460,000 ",Hunters - Camberwell,2 bedroom ground floor flat for sale,https://www.onthemarket.com/details/10500181/
"Plot UG55 at Westgate House, Westgate House, West Gate W5",020 8033 9408,"£275,000 ",Galliard Homes - Westgate House,Studio for sale,https://www.onthemarket.com/details/10372016/
"Mapleton Crescent, London, SW18",01277 576084,"£340,000 ",Keller Williams Plus - Essex,1 bedroom apartment for sale,https://www.onthemarket.com/details/10500175/
"North Crescent,  Finchley Central,  N3",020 8128 9863,"£1,525,000 ",Chancellors - Finchley Sales,6 bedroom detached house for sale,https://www.onthemarket.com/details/10348442/
"Stoneydeep, Twickenham Road, Teddington, TW11",020 8022 6589,"£369,950 ",Curchods - Teddington,1 bedroom flat for sale,https://www.onthemarket.com/details/10500170/
"Woodberry Avenue, London",020 8022 6530,"£400,000 ",haart Estate Agents - Southgate,1 bedroom apartment for sale,https://www.onthemarket.com/details/10377217/
"Perry Avenue, London",020 8033 5575,"£190,000 ",Cuffley Banks - Perivale,1 bedroom apartment for sale,https://www.onthemarket.com/details/10398119/
